Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity,Days_Since_Last_Booking,Total_Spend
1733,1,69.11,Massage,Therapist cancelled last minute. Very frustrating.,2023-05-30,290,72.35
1618,1,84.99,Massage,Such a convenient and luxurious experience. Love it!,2024-03-05,10,95.95
1387,2,106.58,Facial,Okay experience. Not the best I've had but not the worst.,2024-02-24,20,227.72
1776,2,116.75,Facial,Okay experience. Not the best I've had but not the worst.,2023-08-04,224,207.78
1510,9,241.0,Wellness Package,The therapist was nice enough. Service was adequate.,2023-04-20,330,2065.49
1268,4,43.28,Manicure,Not worth the price. I've had better at half the cost.,2024-02-07,37,168.33
1782,1,85.72,Facial,The service was rushed and I felt like just another number.,2023-05-26,294,91.52
1442,10,234.07,Wellness Package,Standard massage experience. Nothing to complain about.,2023-06-29,260,2689.04
1497,14,301.1,Facial,Poor communication and the quality was below average.,2023-06-07,282,3667.77
1113,13,168.75,Massage,"Amazing service, felt so relaxed afterwards. 10/10!",2024-03-14,1,1829.16
1233,3,101.54,Facial,The service was fine. Met my basic expectations.,2024-02-23,21,324.22
1699,1,151.54,Manicure,Okay experience. Not the best I've had but not the worst.,2024-03-11,4,174.94
1608,2,174.64,Couples Massage,Five stars all around. The experience was flawless.,2024-02-29,15,374.91
1374,4,65.87,Facial,The experience did not match the website description at all.,2023-12-22,84,312.78
1234,3,126.83,Manicure,I've tried many services but this was by far the best.,2024-02-04,40,377.58
1634,1,99.82,Manicure,The couples massage was the perfect anniversary gift.,2024-03-08,7,117.2
1318,4,121.96,Manicure,Therapist arrived on time and was extremely professional.,2024-01-10,65,404.18
1411,13,268.55,Wellness Package,Decent quality. Probably would try again.,2023-07-24,235,2952.8
1718,2,79.7,Massage,It was a satisfactory experience. Nothing memorable.,2024-03-11,4,190.74
1359,3,47.58,Massage,I was not impressed. Expected much more for the price.,2024-01-12,63,140.68
1259,3,66.0,Massage,Such a convenient and luxurious experience. Love it!,2023-12-26,80,237.55
1628,1,173.95,Manicure,Good experience overall. Average pricing.,2024-03-03,12,177.9
1283,2,103.87,Massage,"Amazing service, felt so relaxed afterwards. 10/10!",2023-12-22,84,195.69
1377,4,61.85,Facial,Not worth the price. I've had better at half the cost.,2023-12-24,82,269.11
1385,3,118.7,Massage,I was not impressed. Expected much more for the price.,2023-12-29,77,333.36
1225,2,95.77,Massage,Fair service. The app worked well for booking.,2023-12-20,86,188.83
1760,1,69.05,Facial,Too expensive for what you get. Disappointing.,2023-08-27,201,61.27
1658,2,163.52,Manicure,Exceeded my expectations. The therapist really listened to my needs.,2024-03-10,5,274.55
1473,10,133.99,Massage,The therapist was nice enough. Service was adequate.,2023-07-08,251,1169.32
1348,2,134.91,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-02-27,17,218.68
1506,9,190.42,Facial,Best massage I've ever had. Will definitely rebook.,2023-12-14,92,1976.15
1640,1,173.17,Couples Massage,My facial left my skin glowing. Absolutely fantastic!,2024-03-09,6,163.88
1789,2,94.79,Facial,Booking process was confusing and the service was mediocre.,2023-04-19,331,154.01
1741,1,107.4,Massage,The service was rushed and I felt like just another number.,2023-09-11,186,105.43
1723,2,94.2,Facial,My skin reacted badly to the products used. No follow-up from support.,2022-12-31,440,158.51
1620,1,67.53,Manicure,The service was fine. Met my basic expectations.,2024-02-29,15,68.56
1686,2,163.51,Couples Massage,My therapist was incredibly professional and skilled.,2024-03-01,14,313.04
1646,2,78.16,Massage,I was not impressed. Expected much more for the price.,2024-03-14,1,130.62
1679,2,89.29,Wellness Package,Absolutely loved it! The therapist was amazing.,2024-03-06,9,164.9
1557,13,117.54,Wellness Package,Therapist cancelled last minute. Very frustrating.,2023-09-21,176,1331.98
1578,2,153.64,Manicure,Perfect way to unwind after a long week. Thank you Blys!,2024-03-08,7,327.25
1086,16,231.31,Massage,The couples massage was the perfect anniversary gift.,2024-02-27,17,3083.48
1243,3,67.43,Manicure,Therapist cancelled last minute. Very frustrating.,2024-01-20,55,181.84
1160,18,291.74,Wellness Package,My go-to for wellness. Never been disappointed once.,2024-03-07,8,4419.74
1525,10,166.74,Wellness Package,Absolutely loved it! The therapist was amazing.,2023-11-28,108,1785.81
1036,14,231.67,Wellness Package,The couples massage was the perfect anniversary gift.,2024-03-12,3,3503.31
1541,6,289.62,Facial,Reasonable service for the price. Would consider rebooking.,2023-10-31,136,1410.68
1171,4,51.1,Massage,The therapist was nice enough. Service was adequate.,2024-01-30,45,234.97
1655,2,113.39,Manicure,I've tried many services but this was by far the best.,2024-03-10,5,213.64
1688,1,159.5,Facial,Best massage I've ever had. Will definitely rebook.,2024-03-08,7,136.24
1680,2,184.41,Facial,Reasonable service for the price. Would consider rebooking.,2024-03-12,3,417.28
1753,2,85.04,Facial,Standard massage experience. Nothing to complain about.,2023-08-31,197,156.95
1096,13,357.08,Couples Massage,Incredible value for the quality of service provided.,2024-02-27,17,5270.25
1564,2,115.28,Manicure,Absolutely loved it! The therapist was amazing.,2024-03-14,1,242.68
1241,3,100.84,Manicure,The booking process was seamless and the service was top-notch.,2024-01-03,72,352.42
1575,1,110.24,Wellness Package,Not bad. The therapist was competent but not exceptional.,2024-03-06,9,88.43
1461,9,326.36,Facial,The therapist was late and seemed unprepared.,2023-11-26,110,2908.35
1554,11,319.31,Wellness Package,"It was okay, nothing special but decent service.",2023-11-11,125,3698.17
1705,1,81.8,Couples Massage,It was a satisfactory experience. Nothing memorable.,2024-02-27,17,81.82
1207,2,54.05,Facial,Not bad. The therapist was competent but not exceptional.,2024-01-16,59,116.64
1393,2,94.81,Facial,Reasonable service for the price. Would consider rebooking.,2024-01-02,73,207.08
1398,2,77.4,Massage,Booking process was confusing and the service was mediocre.,2024-01-14,61,128.93
1681,2,198.5,Massage,The service was fine. Met my basic expectations.,2024-03-10,5,453.72
1218,2,97.84,Facial,The service was fine. Met my basic expectations.,2024-01-29,46,162.99
1005,18,246.2,Couples Massage,The service was rushed and I felt like just another number.,2024-02-25,19,4223.25
1643,1,129.27,Wellness Package,Fair service. The app worked well for booking.,2024-03-09,6,152.39
1717,2,121.78,Massage,Decent quality. Probably would try again.,2024-03-01,14,272.81
1613,2,151.24,Facial,Fair service. The app worked well for booking.,2024-03-07,8,267.06
1547,9,219.56,Facial,Standard massage experience. Nothing to complain about.,2023-05-01,319,1918.81
1099,16,184.09,Wellness Package,The couples massage was the perfect anniversary gift.,2024-03-14,1,3147.73
1574,2,103.53,Facial,Fair service. The app worked well for booking.,2024-03-04,11,220.04
1407,10,322.62,Massage,Reasonable service for the price. Would consider rebooking.,2023-11-06,130,3636.84
1503,12,300.36,Wellness Package,The service was rushed and I felt like just another number.,2023-12-13,93,3102.01
1048,9,282.07,Massage,My facial left my skin glowing. Absolutely fantastic!,2024-02-22,22,2737.69
1033,14,378.36,Wellness Package,Wonderful experience from start to finish. Highly recommend!,2024-02-19,25,4680.62
1201,4,102.23,Manicure,Too expensive for what you get. Disappointing.,2024-02-21,23,334.39
1135,15,216.17,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-02-21,23,3163.1
1028,10,325.35,Couples Massage,I was not impressed. Expected much more for the price.,2024-02-23,21,3239.77
1707,1,163.49,Manicure,Exceeded my expectations. The therapist really listened to my needs.,2024-03-13,2,170.19
1231,3,109.03,Manicure,The experience did not match the website description at all.,2023-12-17,89,277.92
1490,8,247.11,Massage,Absolutely loved it! The therapist was amazing.,2023-09-15,182,1976.01
1379,3,72.76,Manicure,Reasonable service for the price. Would consider rebooking.,2024-02-19,25,253.32
1289,2,107.23,Manicure,Exceeded my expectations. The therapist really listened to my needs.,2024-01-31,44,191.7
1419,11,248.72,Facial,Would not recommend. The whole experience felt unprofessional.,2023-06-05,284,3127.22
1675,2,125.59,Facial,Good experience overall. Average pricing.,2024-03-03,12,293.02
1392,3,74.71,Facial,The booking process was seamless and the service was top-notch.,2024-01-25,50,187.96
1593,1,49.59,Wellness Package,Fair service. The app worked well for booking.,2024-03-04,11,46.82
1499,9,226.76,Wellness Package,Therapist cancelled last minute. Very frustrating.,2023-06-12,277,1983.78
1139,8,319.29,Massage,Perfect way to unwind after a long week. Thank you Blys!,2024-03-11,4,2625.73
1063,19,157.94,Massage,Perfect way to unwind after a long week. Thank you Blys!,2024-02-18,26,3316.99
1472,11,297.39,Massage,Incredible value for the quality of service provided.,2023-06-25,264,2904.65
1648,1,62.21,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-03-03,12,56.56
1129,15,365.0,Massage,I've tried many services but this was by far the best.,2024-02-27,17,4635.56
1779,1,42.61,Massage,Therapist cancelled last minute. Very frustrating.,2022-11-28,473,40.95
1521,14,321.83,Facial,Poor communication and the quality was below average.,2023-12-15,91,5175.0
1065,12,371.7,Couples Massage,Wonderful experience from start to finish. Highly recommend!,2024-02-20,24,4743.53
1015,14,299.32,Couples Massage,I've tried many services but this was by far the best.,2024-02-21,23,3873.65
1157,9,275.16,Couples Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-02-25,19,2134.93
1041,15,318.78,Couples Massage,Perfect way to unwind after a long week. Thank you Blys!,2024-03-14,1,4863.07
1493,7,325.66,Massage,Standard massage experience. Nothing to complain about.,2023-09-19,178,2517.62
1380,2,92.14,Manicure,The therapist was nice enough. Service was adequate.,2024-02-27,17,212.28
1188,3,74.34,Manicure,Reasonable service for the price. Would consider rebooking.,2024-01-28,47,257.45
1217,3,71.3,Manicure,Not bad. The therapist was competent but not exceptional.,2024-02-17,27,244.21
1053,19,372.68,Wellness Package,This has become my monthly self-care ritual. Can't live without it!,2024-02-21,23,7568.16
1338,4,94.89,Facial,Not bad. The therapist was competent but not exceptional.,2024-01-03,72,359.57
1296,3,111.19,Facial,This has become my monthly self-care ritual. Can't live without it!,2024-02-24,20,285.71
1702,2,107.29,Couples Massage,Incredible value for the quality of service provided.,2024-03-11,4,194.89
1252,3,82.65,Manicure,Therapist cancelled last minute. Very frustrating.,2024-02-10,34,296.21
1462,9,146.96,Massage,"It was okay, nothing special but decent service.",2023-09-07,190,1321.88
1456,5,188.18,Facial,My therapist was incredibly professional and skilled.,2023-04-20,330,945.09
1798,2,92.59,Massage,Overpriced and underwhelming. Won't be coming back.,2023-03-13,368,169.42
1270,4,56.16,Facial,My go-to for wellness. Never been disappointed once.,2023-12-24,82,202.78
1202,3,100.85,Facial,Okay experience. Not the best I've had but not the worst.,2024-01-21,54,354.78
1162,3,114.73,Massage,My facial left my skin glowing. Absolutely fantastic!,2023-12-24,82,405.37
1556,9,243.59,Wellness Package,The service was rushed and I felt like just another number.,2023-10-02,165,2506.92
1402,13,233.8,Facial,The service was rushed and I felt like just another number.,2023-09-21,176,2926.3
1703,2,97.84,Massage,It was a satisfactory experience. Nothing memorable.,2024-03-05,10,218.68
1477,11,276.75,Massage,Not worth the price. I've had better at half the cost.,2023-08-20,208,3391.53
1106,15,332.26,Massage,Wonderful experience from start to finish. Highly recommend!,2024-02-27,17,4501.95
1566,1,73.6,Facial,Good experience overall. Average pricing.,2024-02-27,17,78.87
1390,2,69.1,Massage,Standard massage experience. Nothing to complain about.,2024-01-10,65,156.22
1002,18,255.58,Massage,I've tried many services but this was by far the best.,2024-02-23,21,4786.51
1768,2,67.64,Facial,Not worth the price. I've had better at half the cost.,2023-09-17,180,126.1
1562,1,158.92,Massage,This has become my monthly self-care ritual. Can't live without it!,2024-03-07,8,189.83
1081,15,176.58,Couples Massage,The booking process was seamless and the service was top-notch.,2024-03-10,5,2662.82
1206,2,73.84,Facial,Too expensive for what you get. Disappointing.,2024-02-24,20,148.94
1035,11,277.55,Wellness Package,Reasonable service for the price. Would consider rebooking.,2024-03-03,12,3124.24
1509,7,173.52,Wellness Package,The therapist was late and seemed unprepared.,2023-05-03,317,1450.21
1428,8,122.11,Wellness Package,"It was okay, nothing special but decent service.",2023-05-07,313,914.51
1455,11,268.9,Facial,Best massage I've ever had. Will definitely rebook.,2023-04-13,337,3111.19
1367,4,108.45,Manicure,"It was okay, nothing special but decent service.",2024-02-16,28,388.48
1092,18,316.16,Massage,"Amazing service, felt so relaxed afterwards. 10/10!",2024-02-27,17,5189.54
1340,3,83.54,Facial,Therapist arrived on time and was extremely professional.,2024-01-01,74,280.11
1565,1,154.96,Facial,Decent quality. Probably would try again.,2024-03-08,7,132.82
1346,2,88.95,Manicure,Wonderful experience from start to finish. Highly recommend!,2024-02-26,18,177.63
1242,2,99.61,Facial,Best massage I've ever had. Will definitely rebook.,2024-02-09,35,217.8
1014,8,307.33,Massage,This has become my monthly self-care ritual. Can't live without it!,2024-03-12,3,2725.42
1316,4,83.8,Massage,Incredible value for the quality of service provided.,2024-01-12,63,350.48
1601,2,136.74,Manicure,Five stars all around. The experience was flawless.,2024-03-06,9,226.42
1388,4,87.3,Manicure,My skin reacted badly to the products used. No follow-up from support.,2024-01-15,60,343.66
1274,3,111.22,Massage,Not bad. The therapist was competent but not exceptional.,2024-02-29,15,316.78
1167,4,100.54,Facial,Good experience overall. Average pricing.,2024-02-16,28,441.04
1794,2,73.9,Facial,The service was rushed and I felt like just another number.,2023-08-10,218,160.99
1647,1,165.23,Manicure,My therapist was incredibly professional and skilled.,2024-03-11,4,145.3
1485,12,161.67,Massage,Overpriced and underwhelming. Won't be coming back.,2023-10-08,159,1636.53
1783,1,72.67,Facial,Good experience overall. Average pricing.,2023-02-05,404,77.2
1505,9,285.94,Facial,Therapist arrived on time and was extremely professional.,2023-08-01,227,2265.22
1244,4,87.13,Massage,The therapist was nice enough. Service was adequate.,2024-02-28,16,292.1
1567,1,109.63,Manicure,I've tried many services but this was by far the best.,2024-02-29,15,126.54
1563,1,139.54,Massage,My go-to for wellness. Never been disappointed once.,2024-02-29,15,153.69
1687,1,59.39,Manicure,My go-to for wellness. Never been disappointed once.,2024-03-05,10,53.07
1190,4,54.6,Facial,"It was okay, nothing special but decent service.",2024-01-15,60,205.36
1700,2,57.59,Couples Massage,Such a convenient and luxurious experience. Love it!,2024-02-25,19,111.09
1476,7,293.49,Massage,Good experience overall. Average pricing.,2023-07-13,246,1846.2
1682,1,163.23,Manicure,My go-to for wellness. Never been disappointed once.,2024-02-28,16,171.02
1511,14,290.35,Massage,My skin reacted badly to the products used. No follow-up from support.,2023-12-08,98,3689.05
1059,12,194.05,Wellness Package,Exceeded my expectations. The therapist really listened to my needs.,2024-03-03,12,2243.8
1475,9,278.74,Massage,Reasonable service for the price. Would consider rebooking.,2023-11-02,134,2406.31
1561,2,101.04,Couples Massage,My facial left my skin glowing. Absolutely fantastic!,2024-02-29,15,193.27
1748,1,42.37,Massage,Too expensive for what you get. Disappointing.,2023-03-14,367,36.65
1253,4,30.0,Facial,Decent quality. Probably would try again.,2024-01-18,57,119.46
1022,19,267.52,Massage,The couples massage was the perfect anniversary gift.,2024-03-04,11,4725.75
1314,2,61.96,Manicure,Standard massage experience. Nothing to complain about.,2024-01-20,55,133.25
1460,13,280.34,Massage,Not worth the price. I've had better at half the cost.,2023-06-25,264,3158.91
1161,4,137.87,Facial,Reasonable service for the price. Would consider rebooking.,2024-01-26,49,494.83
1277,3,83.94,Facial,Overpriced and underwhelming. Won't be coming back.,2024-01-01,74,269.09
1192,2,91.5,Facial,Best massage I've ever had. Will definitely rebook.,2024-01-12,63,154.49
1386,4,64.25,Facial,Not bad. The therapist was competent but not exceptional.,2023-12-29,77,212.64
1414,6,314.5,Facial,This has become my monthly self-care ritual. Can't live without it!,2023-03-26,355,1888.63
1492,12,283.3,Facial,Best massage I've ever had. Will definitely rebook.,2023-09-17,180,3064.84
1344,2,50.58,Manicure,Best massage I've ever had. Will definitely rebook.,2024-01-06,69,110.69
1770,1,44.61,Massage,Would not recommend. The whole experience felt unprofessional.,2023-03-12,369,42.51
1309,4,85.11,Massage,Decent quality. Probably would try again.,2024-01-03,72,298.18
1662,1,149.8,Manicure,I've tried many services but this was by far the best.,2024-03-07,8,179.13
1131,9,183.62,Massage,Standard massage experience. Nothing to complain about.,2024-03-03,12,1572.75
1664,2,96.44,Manicure,Wonderful experience from start to finish. Highly recommend!,2024-02-29,15,158.3
1100,19,224.88,Wellness Package,My go-to for wellness. Never been disappointed once.,2024-03-08,7,4565.95
1373,3,67.15,Facial,Good experience overall. Average pricing.,2024-02-22,22,233.2
1088,16,280.96,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-03-06,9,3986.14
1459,7,335.14,Massage,The service was fine. Met my basic expectations.,2023-06-14,275,1916.47
1331,2,92.89,Facial,The service was fine. Met my basic expectations.,2024-02-07,37,211.1
1215,3,74.35,Massage,My facial left my skin glowing. Absolutely fantastic!,2024-01-09,66,246.09
1467,10,291.53,Wellness Package,Such a convenient and luxurious experience. Love it!,2023-10-13,154,3370.34
1122,12,396.02,Couples Massage,My therapist was incredibly professional and skilled.,2024-02-23,21,3995.27
1615,1,99.29,Wellness Package,This has become my monthly self-care ritual. Can't live without it!,2024-03-09,6,113.77
1021,13,348.11,Massage,Therapist arrived on time and was extremely professional.,2024-02-23,21,5197.84
1701,1,157.01,Manicure,My go-to for wellness. Never been disappointed once.,2024-02-26,18,150.54
1072,11,253.89,Wellness Package,My facial left my skin glowing. Absolutely fantastic!,2024-02-15,29,2549.3
1107,9,287.98,Couples Massage,Best massage I've ever had. Will definitely rebook.,2024-03-04,11,2322.42
1271,4,151.91,Manicure,My facial left my skin glowing. Absolutely fantastic!,2024-01-25,50,660.54
1436,10,149.08,Facial,Such a convenient and luxurious experience. Love it!,2023-07-23,236,1498.49
1103,9,354.76,Massage,My facial left my skin glowing. Absolutely fantastic!,2024-03-13,2,3002.02
